EncuestaID,FechaEncuesta,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,GastoPromedio
277,17 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
278,08 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
279,10 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q101 - Q150,125.5
280,21 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
281,03 Marzo 2026,Rara Vez,Gasolinera,Familia,Q25 - Q50,37.5
282,23 Febrero 2026,Todos Los Días,Gasolinera,Compañeros De Trabajo,Más De Q150,175.0
283,26 Febrero 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,125.5
284,14 Febrero 2026,Varias Veces Al Mes,Supermercado,Otro,Q25 - Q50,37.5
285,09 Febrero 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
286,03 Febrero 2026,Todos Los Días,Aplicación De Delivery,Amigos,Más De Q150,175.0
287,21 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
288,19 Marzo 2026,Varias Veces Al Mes,Supermercado,Familia,Menos De Q25,12.5
289,16 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
290,07 Mayo 2026,1 A 2 Veces Por Semana,Otro,Familia,Q51 - Q100,75.5
291,20 Marzo 2026,Todos Los Días,Gasolinera,Amigos,Q25 - Q50,37.5
1595,27 Abril 2026,Varias Veces Al Mes,Gasolinera,Familia,Q51 - Q100,75.5
293,10 Enero 2026,3 A 5 Veces Por Semana,Otro,Familia,Q25 - Q50,37.5
294,20 Febrero 2026,Rara Vez,Supermercado,Familia,Q51 - Q100,75.5
295,29 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
296,02 Abril 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Otro,Q25 - Q50,37.5
297,20 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Q25 - Q50,37.5
298,09 Abril 2026,1 A 2 Veces Por Semana,Otro,Familia,Q25 - Q50,37.5
299,06 Febrero 2026,Todos Los Días,Aplicación De Delivery,Amigos,Más De Q150,175.0
300,16 Febrero 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
301,31 Enero 2026,Varias Veces Al Mes,Otro,Amigos,Q51 - Q100,75.5
302,28 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
303,15 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
304,18 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
305,19 Abril 2026,Rara Vez,Tienda De Barrio,Solo,Q51 - Q100,75.5
306,17 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
307,31 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Q51 - Q100,75.5
308,01 Febrero 2026,Todos Los Días,Gasolinera,Familia,Q51 - Q100,75.5
309,23 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
310,14 Enero 2026,Rara Vez,Supermercado,Solo,Q101 - Q150,125.5
311,01 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
312,29 Enero 2026,Varias Veces Al Mes,Gasolinera,Familia,Menos De Q25,12.5
313,05 Febrero 2026,Rara Vez,Kiosco Escolar/Universitario,Solo,Q51 - Q100,75.5
314,26 Marzo 2026,Todos Los Días,Gasolinera,Familia,Q101 - Q150,125.5
315,21 Enero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
316,09 Febrero 2026,Todos Los Días,Otro,Amigos,Q25 - Q50,37.5
317,08 Marzo 2026,Rara Vez,Tienda De Barrio,Amigos,Q25 - Q50,37.5
318,16 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
319,29 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q101 - Q150,125.5
320,04 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
321,08 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,125.5
322,09 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,125.5
323,12 Abril 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Solo,Q25 - Q50,37.5
324,09 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,125.5
325,22 Marzo 2026,3 A 5 Veces Por Semana,Otro,Familia,Q51 - Q100,75.5
326,10 Mayo 2026,Varias Veces Al Mes,Gasolinera,Familia,Q51 - Q100,75.5
327,24 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Solo,Q25 - Q50,37.5
328,16 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
329,28 Marzo 2026,Rara Vez,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
330,25 Enero 2026,Rara Vez,Gasolinera,Familia,Menos De Q25,12.5
331,15 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Menos De Q25,12.5
332,05 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
333,17 Febrero 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
334,01 Mayo 2026,Varias Veces Al Mes,Otro,Amigos,Q25 - Q50,37.5
335,22 Abril 2026,Todos Los Días,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
336,02 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Q25 - Q50,37.5
337,17 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Q25 - Q50,37.5
338,26 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
339,02 Abril 2026,Todos Los Días,Supermercado,Familia,Q25 - Q50,37.5
340,04 Febrero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
341,28 Febrero 2026,Rara Vez,Supermercado,Compañeros De Trabajo,Más De Q150,175.0
342,16 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
343,07 Abril 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
344,07 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q51 - Q100,75.5
345,04 Marzo 2026,Todos Los Días,Gasolinera,Familia,Q25 - Q50,37.5
346,09 Febrero 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Menos De Q25,12.5
347,28 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Menos De Q25,12.5
348,13 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Menos De Q25,12.5
1960,19 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Más De Q150,175.0
350,28 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
351,08 Mayo 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
352,29 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,125.5
353,01 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q101 - Q150,125.5
354,10 Mayo 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
355,22 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
356,03 Mayo 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
357,21 Marzo 2026,Varias Veces Al Mes,Gasolinera,Solo,Q101 - Q150,125.5
358,23 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
359,10 Abril 2026,Todos Los Días,Gasolinera,Amigos,Más De Q150,175.0
360,19 Abril 2026,Varias Veces Al Mes,Supermercado,Amigos,Menos De Q25,12.5
361,05 Abril 2026,1 A 2 Veces Por Semana,Otro,Familia,Q25 - Q50,37.5
362,16 Febrero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
363,18 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
364,20 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
365,01 Marzo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
366,26 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Solo,Menos De Q25,12.5
367,28 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
368,17 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
369,26 Abril 2026,Todos Los Días,Supermercado,Familia,Q51 - Q100,75.5
370,14 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,125.5
371,17 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Más De Q150,175.0
372,01 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
373,04 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Otro,Menos De Q25,12.5
374,04 Marzo 2026,Rara Vez,Supermercado,Amigos,Q51 - Q100,75.5
375,18 Abril 2026,Todos Los Días,Tienda De Barrio,Solo,Q51 - Q100,75.5
376,03 Abril 2026,Varias Veces Al Mes,Supermercado,Amigos,Q25 - Q50,37.5
377,20 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
378,01 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Q101 - Q150,125.5
379,28 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
380,19 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q51 - Q100,75.5
381,02 Mayo 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
382,03 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
383,27 Abril 2026,1 A 2 Veces Por Semana,Otro,Amigos,Q25 - Q50,37.5
384,02 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
385,16 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
386,03 Abril 2026,Varias Veces Al Mes,Gasolinera,Familia,Q51 - Q100,75.5
387,01 Febrero 2026,Todos Los Días,Supermercado,Amigos,Q25 - Q50,37.5
388,10 Enero 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
389,09 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
390,18 Enero 2026,Varias Veces Al Mes,Supermercado,Amigos,Q25 - Q50,37.5
391,06 Marzo 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
392,06 Abril 2026,Todos Los Días,Supermercado,Familia,Q51 - Q100,75.5
393,02 Abril 2026,Varias Veces Al Mes,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
394,17 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
395,27 Marzo 2026,Todos Los Días,Supermercado,Familia,Q25 - Q50,37.5
396,26 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
397,13 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Más De Q150,175.0
398,04 Marzo 2026,Todos Los Días,Tienda De Barrio,Amigos,Menos De Q25,12.5
399,09 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q51 - Q100,75.5
400,10 Mayo 2026,Varias Veces Al Mes,Gasolinera,Familia,Menos De Q25,12.5
401,08 Abril 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
402,26 Enero 2026,Varias Veces Al Mes,Aplicación De Delivery,Compañeros De Trabajo,Q101 - Q150,125.5
403,14 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
404,01 Febrero 2026,Rara Vez,Supermercado,Amigos,Q51 - Q100,75.5
405,29 Enero 2026,1 A 2 Veces Por Semana,Otro,Familia,Menos De Q25,12.5
406,17 Marzo 2026,Todos Los Días,Gasolinera,Amigos,Q51 - Q100,75.5
407,26 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q51 - Q100,75.5
408,26 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q101 - Q150,125.5
409,06 Mayo 2026,Rara Vez,Aplicación De Delivery,Familia,Q25 - Q50,37.5
410,27 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
411,06 Marzo 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q51 - Q100,75.5
412,27 Enero 2026,Rara Vez,Supermercado,Familia,Q25 - Q50,37.5
413,17 Marzo 2026,Rara Vez,Aplicación De Delivery,Familia,Q25 - Q50,37.5
414,01 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
415,13 Abril 2026,Varias Veces Al Mes,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
416,22 Enero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Menos De Q25,12.5
417,10 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
418,04 Mayo 2026,Todos Los Días,Tienda De Barrio,Familia,Menos De Q25,12.5
97,17 Abril 2026,Todos Los Días,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
420,01 Mayo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
421,09 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
422,13 Marzo 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
423,30 Abril 2026,3 A 5 Veces Por Semana,No Indicado,Otro,Menos De Q25,12.5
424,14 Abril 2026,Todos Los Días,Tienda De Barrio,Amigos,Q51 - Q100,75.5
425,21 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Más De Q150,175.0
426,10 Abril 2026,Todos Los Días,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
427,22 Marzo 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
428,28 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
429,12 Abril 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q51 - Q100,75.5
430,20 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
431,11 Abril 2026,Todos Los Días,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
432,23 Enero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
433,18 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
434,30 Marzo 2026,Rara Vez,Gasolinera,Otro,Menos De Q25,12.5
435,12 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Compañeros De Trabajo,Menos De Q25,12.5
436,14 Febrero 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
437,21 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
438,03 Febrero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
439,24 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Q51 - Q100,75.5
440,22 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q25 - Q50,37.5
441,03 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
442,23 Enero 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
443,27 Marzo 2026,Rara Vez,Tienda De Barrio,Amigos,Q25 - Q50,37.5
444,21 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
445,26 Marzo 2026,Rara Vez,Tienda De Barrio,Otro,Q25 - Q50,37.5
446,01 Mayo 2026,Rara Vez,Otro,Amigos,Q51 - Q100,75.5
447,16 Abril 2026,Todos Los Días,Tienda De Barrio,Familia,Menos De Q25,12.5
448,31 Enero 2026,Todos Los Días,Otro,Familia,Q25 - Q50,37.5
449,14 Marzo 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
1193,04 Abril 2026,Todos Los Días,Supermercado,Familia,Q25 - Q50,37.5
451,22 Abril 2026,Todos Los Días,Kiosco Escolar/Universitario,Otro,Q51 - Q100,75.5
452,23 Febrero 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q51 - Q100,75.5
453,24 Marzo 2026,Rara Vez,Supermercado,Familia,Q25 - Q50,37.5
454,29 Marzo 2026,Rara Vez,Supermercado,Amigos,Q101 - Q150,125.5
455,21 Marzo 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
456,15 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q101 - Q150,125.5
457,26 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q101 - Q150,125.5
458,03 Mayo 2026,Varias Veces Al Mes,Otro,Amigos,Q101 - Q150,125.5
459,12 Enero 2026,Todos Los Días,Gasolinera,Amigos,Q101 - Q150,125.5
460,05 Febrero 2026,Todos Los Días,Tienda De Barrio,Familia,Q101 - Q150,125.5
461,13 Enero 2026,Todos Los Días,Tienda De Barrio,Amigos,Q25 - Q50,37.5
462,07 Mayo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Otro,Menos De Q25,12.5
463,15 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1049,06 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
465,23 Febrero 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
466,14 Enero 2026,Rara Vez,Supermercado,Amigos,Q101 - Q150,125.5
467,25 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
468,11 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q25 - Q50,37.5
469,10 Enero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Menos De Q25,12.5
470,23 Abril 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
471,20 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
472,23 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
473,17 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
2439,17 Febrero 2026,3 A 5 Veces Por Semana,Otro,Familia,Más De Q150,175.0
475,21 Abril 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
476,26 Enero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
477,22 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
478,23 Enero 2026,Varias Veces Al Mes,Supermercado,Amigos,Q101 - Q150,125.5
479,25 Abril 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
480,03 Mayo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Menos De Q25,12.5
481,02 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Menos De Q25,12.5
482,18 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Solo,Q25 - Q50,37.5
483,15 Marzo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Solo,Menos De Q25,12.5
484,23 Enero 2026,1 A 2 Veces Por Semana,Gasolinera,Solo,Menos De Q25,12.5
485,02 Mayo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
486,17 Abril 2026,Rara Vez,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
487,03 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
488,09 Mayo 2026,Todos Los Días,Tienda De Barrio,Familia,Q101 - Q150,125.5
489,02 Mayo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Más De Q150,175.0
490,04 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
491,17 Febrero 2026,Rara Vez,Supermercado,Familia,Q101 - Q150,125.5
492,15 Febrero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Más De Q150,175.0
493,02 Mayo 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
494,06 Mayo 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
495,15 Abril 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Familia,Q101 - Q150,125.5
496,21 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
497,29 Enero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Familia,Q51 - Q100,75.5
498,22 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
499,24 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Solo,Q101 - Q150,125.5
500,08 Abril 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
501,05 Febrero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
502,08 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q25 - Q50,37.5
503,16 Enero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q51 - Q100,75.5
504,03 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
505,22 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q51 - Q100,75.5
506,10 Mayo 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Menos De Q25,12.5
507,18 Febrero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Q101 - Q150,125.5
508,23 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
509,18 Abril 2026,3 A 5 Veces Por Semana,Otro,Amigos,Más De Q150,175.0
510,12 Febrero 2026,Varias Veces Al Mes,Supermercado,Amigos,Menos De Q25,12.5
511,27 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
512,11 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
513,21 Enero 2026,3 A 5 Veces Por Semana,Otro,Amigos,Q25 - Q50,37.5
514,04 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
515,26 Marzo 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
516,14 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
517,11 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Otro,Q25 - Q50,37.5
518,18 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
519,08 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,125.5
520,22 Enero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
521,21 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,125.5
522,18 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Q51 - Q100,75.5
523,02 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
524,18 Abril 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Más De Q150,175.0
525,17 Abril 2026,Rara Vez,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
526,21 Enero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Solo,Menos De Q25,12.5
527,18 Febrero 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Más De Q150,175.0
528,28 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Más De Q150,175.0
529,13 Febrero 2026,1 A 2 Veces Por Semana,Otro,Amigos,Q25 - Q50,37.5
530,28 Marzo 2026,Todos Los Días,No Indicado,Familia,Q25 - Q50,37.5
531,04 Abril 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
532,20 Marzo 2026,Todos Los Días,Supermercado,Familia,Q51 - Q100,75.5
533,06 Abril 2026,Rara Vez,Tienda De Barrio,Amigos,Q25 - Q50,37.5
534,30 Abril 2026,Rara Vez,Gasolinera,Amigos,Más De Q150,175.0
535,28 Febrero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Menos De Q25,12.5
536,22 Enero 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
537,18 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Más De Q150,175.0
538,10 Marzo 2026,Rara Vez,Gasolinera,Amigos,Q101 - Q150,125.5
539,09 Abril 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
540,10 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Solo,Q51 - Q100,75.5
541,28 Enero 2026,Todos Los Días,Tienda De Barrio,Familia,Más De Q150,175.0
542,27 Enero 2026,1 A 2 Veces Por Semana,No Indicado,Amigos,Q25 - Q50,37.5
543,21 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
544,06 Mayo 2026,1 A 2 Veces Por Semana,Otro,Amigos,Q25 - Q50,37.5
545,20 Marzo 2026,Rara Vez,Kiosco Escolar/Universitario,Compañeros De Trabajo,Menos De Q25,12.5
546,01 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
547,03 Mayo 2026,3 A 5 Veces Por Semana,Gasolinera,Solo,Q51 - Q100,75.5
548,04 Febrero 2026,Todos Los Días,Gasolinera,Otro,Q25 - Q50,37.5
549,28 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Menos De Q25,12.5
550,03 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
551,29 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
552,19 Abril 2026,Todos Los Días,Otro,Familia,Q25 - Q50,37.5
553,28 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
554,18 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
